-1.552255392074584961e+00,-2.533180415630340576e-01,-5.721986293792724609e+00,1.690386891365051270e+00,-4.545643806457519531e+00,8.204596519470214844e+00,4.651236057281494141e+00,-2.343679904937744141e+00,-4.748326778411865234e+00,3.770588397979736328e+00,8.065232038497924805e-01,1.590960264205932617e+00,3.420663833618164062e+00
7.484706640243530273e-01,4.413546085357666016e+00,-4.398065567016601562e+00,-2.481933355331420898e+00,-3.091474294662475586e+00,-5.200318336486816406e+00,-4.700533866882324219e+00,-6.584358215332031250e-02,-8.574627876281738281e+00,9.864066123962402344e+00,1.606544494628906250e+00,-1.154909491539001465e+00,-4.723646163940429688e+00
-4.503674507141113281e+00,-1.798692345619201660e+00,-1.124200725555419922e+01,1.581105709075927734e+00,-1.108356761932373047e+01,3.090375661849975586e+00,-1.040575265884399414e+00,1.410337090492248535e-01,-3.817901849746704102e+00,2.278339862823486328e+00,3.877761363983154297e-01,7.160222530364990234e-01,-1.395721793174743652e+00
-4.035015583038330078e+00,3.831832408905029297e+00,-6.494387626647949219e+00,-4.166741847991943359e+00,-4.215497016906738281e+00,4.288630783557891846e-01,-3.042381763458251953e+00,-2.007742404937744141e+00,-8.960317611694335938e+00,8.578976631164550781e+00,5.068550109863281250e+00,4.050764083862304688e+00,-4.224930763244628906e+00
2.057148456573486328e+00,7.063454151153564453e+00,-7.564197182655334473e-01,-6.394496917724609375e+00,-9.281266331672668457e-01,-6.978187561035156250e+00,-5.668270587921142578e+00,-8.980004191398620605e-01,-7.991729259490966797e+00,1.014101696014404297e+01,7.374125719070434570e-01,7.896807193756103516e-01,-4.401609420776367188e+00
-3.586034297943115234e+00,-2.822570800781250000e+00,-9.473668098449707031e+00,2.955244779586791992e+00,-1.004347038269042969e+01,4.892111778259277344e+00,1.107559084892272949e+00,-1.647876024246215820e+00,-2.495433807373046875e+00,1.073890686035156250e+00,-3.198693692684173584e-01,1.634024262428283691e+00,9.723578095436096191e-01
-4.274050235748291016e+00,-1.944099307060241699e+00,-1.045347309112548828e+01,1.940413713455200195e+00,-1.032570171356201172e+01,3.914638519287109375e+00,-1.063891053199768066e-01,-6.123554110527038574e-01,-3.629928827285766602e+00,2.135708808898925781e+00,3.382025361061096191e-01,1.099032998085021973e+00,-3.870284259319305420e-01
6.202159404754638672e+00,4.439855575561523438e+00,-2.432841539382934570e+00,1.373513936996459961e-01,-3.838413953781127930e-01,1.397133469581604004e+00,2.326427221298217773e+00,3.463232040405273438e+00,-7.758990287780761719e+00,9.166927337646484375e+00,-2.048873901367187500e+00,-6.926934242248535156e+00,4.841199517250061035e-01
2.017853021621704102e+00,7.083914279937744141e+00,-7.544106841087341309e-01,-6.424172401428222656e+00,-8.960517644882202148e-01,-6.913554668426513672e+00,-5.637028694152832031e+00,-9.190993905067443848e-01,-8.023896217346191406e+00,1.016112232208251953e+01,7.845511436462402344e-01,8.335492014884948730e-01,-4.385426521301269531e+00
1.034247398376464844e+00,3.947861194610595703e+00,-4.721830844879150391e+00,-1.411455988883972168e+00,-1.357626080513000488e+00,6.797259330749511719e+00,3.878977060317993164e+00,1.447457551956176758e+00,-8.523778915405273438e+00,8.253232002258300781e+00,1.578654408454895020e+00,-1.954230189323425293e+00,1.089421510696411133e+00
-1.830212473869323730e+00,3.769872188568115234e+00,-5.746661663055419922e+00,-3.263816595077514648e+00,-4.275606632232666016e+00,-2.416832208633422852e+00,-4.082826614379882812e+00,-1.085069656372070312e+00,-8.343990325927734375e+00,8.710144996643066406e+00,3.243341445922851562e+00,1.768805027008056641e+00,-4.670293331146240234e+00
-1.798297047615051270e+00,3.761801719665527344e+00,-5.742484569549560547e+00,-3.239300966262817383e+00,-4.282952785491943359e+00,-2.445662021636962891e+00,-4.085683822631835938e+00,-1.065035939216613770e+00,-8.327969551086425781e+00,8.702720642089843750e+00,3.204720258712768555e+00,1.722289204597473145e+00,-4.660943508148193359e+00
1.105274260044097900e-02,-8.610306978225708008e-01,-8.440753936767578125e+00,3.098492324352264404e-01,-1.141551685333251953e+01,-6.914102554321289062e+00,-7.393236637115478516e+00,4.033246338367462158e-01,-2.743670463562011719e+00,3.285036802291870117e+00,-1.174105763435363770e+00,1.667818427085876465e-01,-7.013059616088867188e+00
5.804432868957519531e+00,4.433761596679687500e+00,-2.586349248886108398e+00,-7.088342308998107910e-02,-5.250679850578308105e-01,1.300788283348083496e+00,2.046044588088989258e+00,3.228561401367187500e+00,-7.846615791320800781e+00,9.190248489379882812e+00,-1.690575718879699707e+00,-6.431813240051269531e+00,1.829309463500976562e-01
4.247453689575195312e+00,3.767273902893066406e+00,-2.477336883544921875e+00,-2.678905613720417023e-02,-1.853227913379669189e-01,5.105251312255859375e+00,4.323633670806884766e+00,1.555462956428527832e+00,-7.424472808837890625e+00,8.088165283203125000e+00,-6.926101446151733398e-01,-3.988733530044555664e+00,2.127912759780883789e+00
3.406275749206542969e+00,4.259765625000000000e+00,-3.669517040252685547e+00,-7.846807241439819336e-01,-1.791218161582946777e+00,-1.412866950035095215e+00,-7.457934617996215820e-01,1.896922945976257324e+00,-8.178362846374511719e+00,9.437189102172851562e+00,-3.905977010726928711e-01,-4.486298084259033203e+00,-1.676571130752563477e+00
-4.203773021697998047e+00,-3.115272998809814453e+00,-1.067377471923828125e+01,2.777920722961425781e+00,-1.151376152038574219e+01,3.797780275344848633e+00,-2.003126591444015503e-01,-1.070123314857482910e+00,-2.280517816543579102e+00,7.263684868812561035e-01,-3.391066193580627441e-01,1.580628633499145508e+00,-2.417598068714141846e-01
1.319990992546081543e+00,3.266390800476074219e+00,-5.614263534545898438e+00,4.765131473541259766e-01,-3.171537876129150391e+00,-1.003514170646667480e+00,-6.084079742431640625e-01,1.876468658447265625e+00,-8.097560882568359375e+00,8.860052108764648438e+00,-6.269165277481079102e-01,-5.157070636749267578e+00,-6.064198613166809082e-01
-1.155044078826904297e+00,-3.635674476623535156e+00,-8.063214302062988281e+00,3.824090480804443359e+00,-9.805549621582031250e+00,6.619829177856445312e+00,2.931361198425292969e+00,-1.560195326805114746e+00,-8.288680911064147949e-01,-4.235113263130187988e-01,-1.625957250595092773e+00,1.516289710998535156e+00,1.994220972061157227e+00
-3.170800685882568359e+00,-2.847662925720214844e+00,-1.085775089263916016e+01,2.178712844848632812e+00,-1.243284702301025391e+01,1.236852526664733887e+00,-2.225359201431274414e+00,-2.795851230621337891e-02,-2.064854383468627930e+00,8.756112456321716309e-01,-7.541223764419555664e-01,9.925534129142761230e-01,-2.429156541824340820e+00
5.489675521850585938e+00,5.787859916687011719e+00,8.102033734321594238e-01,-2.856274843215942383e+00,1.846950650215148926e+00,3.845165252685546875e+00,3.944620370864868164e+00,6.260419487953186035e-01,-6.772531509399414062e+00,8.194618225097656250e+00,-1.681573748588562012e+00,-2.544365644454956055e+00,3.001324176788330078e+00
1.883105993270874023e+00,4.448881149291992188e+00,-3.843653440475463867e+00,-2.220177650451660156e+00,-1.321586608886718750e+00,3.420495986938476562e+00,1.510047197341918945e+00,1.094053506851196289e+00,-8.506525039672851562e+00,8.857353210449218750e+00,1.652240157127380371e+00,-1.455185413360595703e+00,-9.686723351478576660e-01
-2.375802278518676758e+00,-6.044633314013481140e-02,-9.472290039062500000e+00,1.372534275054931641e+00,-8.557310104370117188e+00,9.453808069229125977e-01,-1.307609081268310547e+00,1.012889504432678223e+00,-5.308691978454589844e+00,4.660278797149658203e+00,-2.401339411735534668e-01,-1.855190634727478027e+00,-1.330625414848327637e+00
-3.938246250152587891e+00,2.318031549453735352e+00,-8.184178352355957031e+00,-1.089611291885375977e+00,-5.142964363098144531e+00,3.375916242599487305e+00,-1.792855188250541687e-02,-2.858333885669708252e-01,-8.174668312072753906e+00,7.294243812561035156e+00,2.772313594818115234e+00,3.083384037017822266e-01,-7.588014006614685059e-01
-4.193387508392333984e+00,-2.117301464080810547e+00,-1.030112743377685547e+01,2.125705003738403320e+00,-1.029808330535888672e+01,4.096660614013671875e+00,1.033729761838912964e-01,-8.188624382019042969e-01,-3.421589374542236328e+00,1.931194663047790527e+00,2.347232699394226074e-01,1.224755644798278809e+00,-1.415702998638153076e-01
-2.439124345779418945e+00,-4.341302394866943359e+00,-9.466842651367187500e+00,4.512411117553710938e+00,-1.151399230957031250e+01,3.816650152206420898e+00,7.967433929443359375e-01,-1.670398235321044922e+00,-5.565268397331237793e-01,-6.465844511985778809e-01,-2.022320747375488281e+00,1.042704939842224121e+00,1.116422295570373535e+00
3.745722293853759766e+00,6.367692470550537109e+00,-9.392414689064025879e-01,-4.434222698211669922e+00,6.907485127449035645e-01,2.898422956466674805e+00,1.869588136672973633e+00,1.161387801170349121e+00,-7.995948314666748047e+00,9.042896270751953125e+00,2.317020297050476074e-01,-1.377523899078369141e+00,2.252074480056762695e-01
-1.263436555862426758e+00,-4.422717094421386719e+00,-8.924938201904296875e+00,5.276834011077880859e+00,-1.142838287353515625e+01,1.677479386329650879e+00,3.656097128987312317e-02,-1.392214059829711914e+00,-2.216306030750274658e-01,-4.561433196067810059e-01,-3.213551998138427734e+00,-4.307410717010498047e-01,1.070912599563598633e+00
-1.155021190643310547e+00,-3.635670185089111328e+00,-8.063199996948242188e+00,3.824089050292968750e+00,-9.805537223815917969e+00,6.619844436645507812e+00,2.931377887725830078e+00,-1.560188889503479004e+00,-8.288647532463073730e-01,-4.235113263130187988e-01,-1.625962376594543457e+00,1.516284465789794922e+00,1.994226694107055664e+00
-3.335461378097534180e+00,-3.603399753570556641e+00,-9.385694503784179688e+00,3.491851568222045898e+00,-1.059498405456542969e+01,5.525840759277343750e+00,1.573552012443542480e+00,-2.003623723983764648e+00,-1.523317575454711914e+00,1.641270518302917480e-02,-7.344193458557128906e-01,2.122036218643188477e+00,1.357895135879516602e+00
-3.193793773651123047e+00,-2.830047130584716797e+00,-1.084170627593994141e+01,2.122146129608154297e+00,-1.243935680389404297e+01,1.155416369438171387e+00,-2.308619499206542969e+00,-7.046350836753845215e-02,-2.072219371795654297e+00,8.906926512718200684e-01,-7.074160575866699219e-01,1.077811121940612793e+00,-2.509917497634887695e+00
2.513200044631958008e+00,5.870949745178222656e+00,-1.939064979553222656e+00,-4.370134830474853516e+00,-2.883592247962951660e-01,1.647369027137756348e+00,3.420988917350769043e-01,4.979093968868255615e-01,-8.300416946411132812e+00,9.199120521545410156e+00,1.384319901466369629e+00,-2.517639994621276855e-01,-1.381562352180480957e+00
-4.014729499816894531e+00,2.841485977172851562e+00,-7.308666706085205078e+00,-3.251712083816528320e+00,-5.567234039306640625e+00,4.681710004806518555e-01,-3.038830757141113281e+00,-1.617290616035461426e+00,-7.977774620056152344e+00,7.451215267181396484e+00,4.228321552276611328e+00,3.542629480361938477e+00,-4.068888187408447266e+00
-3.732099056243896484e+00,1.956726551055908203e+00,-6.895782947540283203e+00,-3.060202896595001221e-01,-3.641061782836914062e+00,6.285846710205078125e+00,2.647932529449462891e+00,-1.581746935844421387e+00,-7.828497409820556641e+00,6.808166027069091797e+00,2.726409673690795898e+00,1.015369296073913574e+00,1.824982523918151855e+00
7.610918283462524414e-01,4.422815799713134766e+00,-4.384119033813476562e+00,-2.491376876831054688e+00,-3.081678628921508789e+00,-5.222479343414306641e+00,-4.713860034942626953e+00,-6.781631708145141602e-02,-8.578316688537597656e+00,9.873877525329589844e+00,1.608177781105041504e+00,-1.152608156204223633e+00,-4.737232208251953125e+00
-1.061285734176635742e+00,1.342465281486511230e+00,-7.223037719726562500e+00,-1.507535338401794434e+00,-8.051040649414062500e+00,-4.627818584442138672e+00,-5.830811977386474609e+00,-4.175418019294738770e-01,-5.453511238098144531e+00,5.854767322540283203e+00,1.131234169006347656e+00,1.210763335227966309e+00,-5.977912902832031250e+00
-6.559432744979858398e-01,4.067890644073486328e+00,-5.198369026184082031e+00,-2.692170858383178711e+00,-3.586229085922241211e+00,-3.364007711410522461e+00,-4.018542766571044922e+00,-4.857546091079711914e-01,-8.571083068847656250e+00,9.326665878295898438e+00,2.402819633483886719e+00,6.407368928194046021e-02,-4.331100940704345703e+00
1.544516205787658691e+00,4.728049278259277344e+00,-3.792445421218872070e+00,-2.522409677505493164e+00,-2.645636796951293945e+00,-5.707540512084960938e+00,-4.671014308929443359e+00,2.097907066345214844e-01,-8.488146781921386719e+00,1.003607368469238281e+01,1.003231287002563477e+00,-1.827272295951843262e+00,-4.479529857635498047e+00
-4.240328788757324219e+00,1.970663666725158691e+00,-8.363285064697265625e+00,-1.627304673194885254e+00,-6.127078056335449219e+00,2.453114271163940430e+00,-1.235420227050781250e+00,-7.740868330001831055e-01,-7.572619915008544922e+00,6.671530723571777344e+00,3.146463155746459961e+00,1.745199918746948242e+00,-2.079150438308715820e+00
1.208796024322509766e+00,1.988795638084411621e+00,-4.375987529754638672e+00,4.642877578735351562e-01,-2.441609144210815430e+00,6.864494800567626953e+00,4.404878616333007812e+00,-4.519182443618774414e-02,-6.363933086395263672e+00,6.116172313690185547e+00,3.318976759910583496e-01,-1.193593025207519531e+00,2.420100927352905273e+00
